annual,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dic,geojson,geom
9.499,10.913,10.223,9.604,9.134,8.408,7.745,8.098,8.361,9.638,10.624,10.944,10.296,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.3106079101562,-26.3999195098875],[-67.6722412109375,-26.4717597961424],[-67.7508926391601,-26.148109436035],[-67.3913879394531,-26.0769691467284],[-67.3106079101562,-26.3999195098875]]]]}",0106000020E6100000010000000103000000010000000500000000000000E1D350C0D4FFFF1F61663AC00000000006EB50C0CEFFFF3FC5783AC0FEFFFF9F0EF050C0D6FFFF7FEA253AC0000000800CD950C0D6FFFF3FB4133AC000000000E1D350C0D4FFFF1F61663AC0
5.178,6.032,6.268,5.034,3.954,4.198,3.807,4.566,4.894,5.16,6.204,5.978,6.046,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.087890625,-26.4299297332762],[-63.442928314209,-26.5254802703856],[-63.5480308532715,-26.2076892852781],[-63.1949806213379,-26.1130504608153],[-63.087890625,-26.4299297332762]]]]}",0106000020E6100000010000000103000000010000000500000004000000408B4FC0CCFFFFDF0F6E3AC0040000E0B1B84FC0CAFFFFDF85863AC0040000E025C64FC0C2FFFF1F2B353AC004000020F5984FC0D2FFFFDFF01C3AC004000000408B4FC0CCFFFFDF0F6E3AC0
5.188,6.25,6.42,5.241,3.983,4.116,3.662,4.338,4.81,5.084,6.258,5.897,6.204,"{""type"":""MultiPolygon"",""coordinates"":[[[[-62.9794616699218,-26.7477092742918],[-63.3365211486816,-26.844190597534],[-63.442928314209,-26.5254802703856],[-63.087890625,-26.4299297332762],[-62.9794616699218,-26.7477092742918]]]]}",0106000020E61000000100000001030000000100000005000000F8FFFFFF5E7D4FC0D0FFFFDF69BF3AC0FCFFFF1F13AB4FC0C8FFFFDF1CD83AC0040000E0B1B84FC0CAFFFFDF85863AC004000000408B4FC0CCFFFFDF0F6E3AC0F8FFFFFF5E7D4FC0D0FFFFDF69BF3AC0
4.487,4.389,4.213,3.799,3.504,4.087,3.998,4.973,4.904,5.103,5.261,5.01,4.605,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.8091125488281,-25.842330932617],[-65.1630935668945,-25.9277496337889],[-65.2564392089844,-25.6093597412108],[-64.9044799804687,-25.5247707366941],[-64.8091125488281,-25.842330932617]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7FC83350C0CEFFFFFFA2D739C0FEFFFF1F704A50C0C6FFFFFF80ED39C002000080695050C0D0FFFFFFFE9B39C0FEFFFFFFE23950C0C4FFFF5F578639C0FEFFFF7FC83350C0CEFFFFFFA2D739C0
5.57,6.503,6.538,5.356,4.566,4.637,4.108,5.331,5.226,5.51,6.321,6.132,6.613,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.3577575683594,-26.0727195739744],[-64.7125473022461,-26.1608695983885],[-64.8091125488281,-25.842330932617],[-64.4563293457031,-25.7550392150877],[-64.3577575683594,-26.0727195739744]]]]}",0106000020E6100000010000000103000000010000000500000000000080E51650C0C8FFFFBF9D123AC0020000609A2D50C0D0FFFFBF2E293AC0FEFFFF7FC83350C0CEFFFFFFA2D739C0FEFFFF7F341D50C0C6FFFF3F4AC139C000000080E51650C0C8FFFFBF9D123AC0
5.516,5.904,5.961,5.15,4.429,4.568,4.545,5.437,5.51,5.899,6.419,6.092,6.287,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.7125473022461,-26.1608695983885],[-65.0685729980469,-26.2471103668211],[-65.1630935668945,-25.9277496337889],[-64.8091125488281,-25.842330932617],[-64.7125473022461,-26.1608695983885]]]]}",0106000020E61000000100000001030000000100000005000000020000609A2D50C0D0FFFFBF2E293AC002000080634450C0CCFFFF9F423F3AC0FEFFFF1F704A50C0C6FFFFFF80ED39C0FEFFFF7FC83350C0CEFFFFFFA2D739C0020000609A2D50C0D0FFFFBF2E293AC0
5.505,6.47,6.079,5.228,4.438,4.457,4.174,5.28,5.505,5.652,6.214,6.145,6.418,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.6148071289063,-26.4803504943846],[-64.972900390625,-26.5674400329588],[-65.0685729980469,-26.2471103668211],[-64.7125473022461,-26.1608695983885],[-64.6148071289063,-26.4803504943846]]]]}",0106000020E6100000010000000103000000010000000500000002000000592750C0D0FFFF3FF87A3AC002000000443E50C0D6FFFFBF43913AC002000080634450C0CCFFFF9F423F3AC0020000609A2D50C0D0FFFFBF2E293AC002000000592750C0D0FFFF3FF87A3AC0
4.64,5.352,5.082,4.397,3.578,3.748,3.58,4.639,4.66,4.935,5.283,5.379,5.056,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.5158386230468,-26.8008003234862],[-64.8759765625,-26.8887290954588],[-64.972900390625,-26.5674400329588],[-64.6148071289063,-26.4803504943846],[-64.5158386230468,-26.8008003234862]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F032150C0D4FFFF3F01CD3AC000000000103850C0D4FFFFBF83E33AC002000000443E50C0D6FFFFBF43913AC002000000592750C0D0FFFF3FF87A3AC0FEFFFF7F032150C0D4FFFF3F01CD3AC0
4.454,5.069,4.933,3.87,3.35,3.684,3.542,4.534,4.637,4.862,5.109,5.03,4.829,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.8759765625,-26.8887290954588],[-65.2373733520508,-26.9747200012205],[-65.332176208496,-26.6525993347166],[-64.972900390625,-26.5674400329588],[-64.8759765625,-26.8887290954588]]]]}",0106000020E6100000010000000103000000010000000500000000000000103850C0D4FFFFBF83E33AC002000020314F50C0CCFFFF3F87F93AC0FCFFFF5F425550C0D4FFFFBF10A73AC002000000443E50C0D6FFFFBF43913AC000000000103850C0D4FFFFBF83E33AC0
4.41,5.083,4.962,4,3.27,3.607,3.291,4.399,4.524,4.814,5.102,5.1,4.778,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.4155883789063,-27.1221904754637],[-64.7778625488281,-27.2109909057615],[-64.8759765625,-26.8887290954588],[-64.5158386230468,-26.8008003234862],[-64.4155883789063,-27.1221904754637]]]]}",0106000020E6100000010000000103000000010000000500000002000000991A50C0C8FFFFDF471F3BC000000080C83150C0C0FFFF7F03363BC000000000103850C0D4FFFFBF83E33AC0FEFFFF7F032150C0D4FFFF3F01CD3AC002000000991A50C0C8FFFFDF471F3BC0
4.392,5.074,4.899,3.867,3.282,3.551,3.401,4.375,4.552,4.756,5.111,5.042,4.8,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.7778625488281,-27.2109909057615],[-65.1413879394531,-27.2978191375731],[-65.2373733520508,-26.9747200012205],[-64.8759765625,-26.8887290954588],[-64.7778625488281,-27.2109909057615]]]]}",0106000020E6100000010000000103000000010000000500000000000080C83150C0C0FFFF7F03363BC0000000800C4950C0D8FFFFDF3D4C3BC002000020314F50C0CCFFFF3F87F93AC000000000103850C0D4FFFFBF83E33AC000000080C83150C0C0FFFF7F03363BC0
5.063,6.168,6.127,4.761,3.946,3.916,3.637,4.733,4.86,5.021,5.977,5.765,5.856,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3007507324219,-25.7970790863035],[-63.6518211364746,-25.8908195495603],[-63.7543601989746,-25.5748691558836],[-63.4052391052246,-25.48203086853],[-63.3007507324219,-25.7970790863035]]]]}",0106000020E61000000100000001030000000100000005000000040000007FA64FC0CEFFFF5F0DCC39C0FCFFFFDF6ED34FC0C0FFFFBF0CE439C0000000E08EE04FC0CCFFFF9F2A9339C0000000E0DEB34FC0C0FFFF5F667B39C0040000007FA64FC0CEFFFF5F0DCC39C0
5.16,6.149,6.058,4.999,4.069,4.132,3.814,4.686,4.895,5.067,6.161,5.862,6.029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1949806213379,-26.1130504608153],[-63.5480308532715,-26.2076892852781],[-63.6518211364746,-25.8908195495603],[-63.3007507324219,-25.7970790863035],[-63.1949806213379,-26.1130504608153]]]]}",0106000020E6100000010000000103000000010000000500000004000020F5984FC0D2FFFFDFF01C3AC0040000E025C64FC0C2FFFF1F2B353AC0FCFFFFDF6ED34FC0C0FFFFBF0CE439C0040000007FA64FC0CEFFFF5F0DCC39C004000020F5984FC0D2FFFFDFF01C3AC0
5.278,6.398,6.475,5.145,4.154,4.192,3.692,4.84,4.945,5.181,6.249,5.872,6.197,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5480308532715,-26.2076892852781],[-63.9023399353027,-26.3004608154295],[-64.0041809082032,-25.9827003479002],[-63.6518211364746,-25.8908195495603],[-63.5480308532715,-26.2076892852781]]]]}",0106000020E61000000100000001030000000100000005000000040000E025C64FC0C2FFFF1F2B353AC0FCFFFFDF7FF34FC0CAFFFFFFEA4C3AC002000080440050C0CAFFFF3F92FB39C0FCFFFFDF6ED34FC0C0FFFFBF0CE439C0040000E025C64FC0C2FFFF1F2B353AC0
5.267,6.388,6.553,5.184,4.159,3.987,3.742,4.656,4.944,5.113,6.306,5.773,6.403,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.442928314209,-26.5254802703856],[-63.7992897033691,-26.619150161743],[-63.9023399353027,-26.3004608154295],[-63.5480308532715,-26.2076892852781],[-63.442928314209,-26.5254802703856]]]]}",0106000020E61000000100000001030000000100000005000000040000E0B1B84FC0CAFFFFDF85863AC0000000204FE64FC0CEFFFF9F809E3AC0FCFFFFDF7FF34FC0CAFFFFFFEA4C3AC0040000E025C64FC0C2FFFF1F2B353AC0040000E0B1B84FC0CAFFFFDF85863AC0
5.286,6.489,6.615,5.271,4.123,4.065,3.716,4.445,4.877,5.174,6.193,5.899,6.574,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.3365211486816,-26.844190597534],[-63.6949195861816,-26.9387798309324],[-63.7992897033691,-26.619150161743],[-63.442928314209,-26.5254802703856],[-63.3365211486816,-26.844190597534]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1F13AB4FC0C8FFFFDF1CD83AC0FCFFFF1FF3D84FC0C4FFFFDF53F03AC0000000204FE64FC0CEFFFF9F809E3AC0040000E0B1B84FC0CAFFFFDF85863AC0FCFFFF1F13AB4FC0C8FFFFDF1CD83AC0
5.197,6.294,6.347,4.949,3.946,4.021,3.727,4.664,4.925,5.097,6.103,5.968,6.326,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6949195861816,-26.9387798309324],[-64.0546035766602,-27.0314502716063],[-64.1569213867188,-26.7109298706053],[-63.7992897033691,-26.619150161743],[-63.6949195861816,-26.9387798309324]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF1FF3D84FC0C4FFFFDF53F03AC0020000A07E0350C0D6FFFF1F0D083BC0000000000B0A50C0CCFFFF7FFFB53AC0000000204FE64FC0CEFFFF9F809E3AC0FCFFFF1FF3D84FC0C4FFFFDF53F03AC0
5.207,6.437,6.421,5.143,4.015,4.077,3.624,4.436,4.682,5.158,6.139,5.933,6.427,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.228759765625,-27.1638202667235],[-63.5892295837403,-27.2593193054198],[-63.6949195861816,-26.9387798309324],[-63.3365211486816,-26.844190597534],[-63.228759765625,-27.1638202667235]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF479D4FC0D6FFFF1FF0293BC0040000E06BCB4FC0D2FFFFBF62423BC0FCFFFF1FF3D84FC0C4FFFFDF53F03AC0FCFFFF1F13AB4FC0C8FFFFDF1CD83AC0FCFFFFFF479D4FC0D6FFFF1FF0293BC0
5.309,6.59,6.582,5.235,4.168,4.054,3.639,4.593,4.667,5.189,6.166,6.224,6.61,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.5892295837403,-27.2593193054198],[-63.9509887695312,-27.3528995513914],[-64.0546035766602,-27.0314502716063],[-63.6949195861816,-26.9387798309324],[-63.5892295837403,-27.2593193054198]]]]}",0106000020E61000000100000001030000000100000005000000040000E06BCB4FC0D2FFFFBF62423BC0FCFFFFFFB9F94FC0CCFFFF9F575A3BC0020000A07E0350C0D6FFFF1F0D083BC0FCFFFF1FF3D84FC0C4FFFFDF53F03AC0040000E06BCB4FC0D2FFFFBF62423BC0
5.43,6.491,6.595,5.249,4.427,4.569,3.952,5.171,5.094,5.225,6.201,5.945,6.247,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.0041809082032,-25.9827003479002],[-64.3577575683594,-26.0727195739744],[-64.4563293457031,-25.7550392150877],[-64.104736328125,-25.6658802032469],[-64.0041809082032,-25.9827003479002]]]]}",0106000020E6100000010000000103000000010000000500000002000080440050C0CAFFFF3F92FB39C000000080E51650C0C8FFFFBF9D123AC0FEFFFF7F341D50C0C6FFFF3F4AC139C000000000B40650C0D4FFFF1F77AA39C002000080440050C0CAFFFF3F92FB39C0
5.408,6.6,6.469,5.287,4.33,4.529,3.813,5.006,5.069,5.183,6.208,6.024,6.389,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9023399353027,-26.3004608154295],[-64.2579727172851,-26.3913593292234],[-64.3577575683594,-26.0727195739744],[-64.0041809082032,-25.9827003479002],[-63.9023399353027,-26.3004608154295]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFDF7FF34FC0CAFFFFFFEA4C3AC0FEFFFF9F821050C0C0FFFF1F30643AC000000080E51650C0C8FFFFBF9D123AC002000080440050C0CAFFFF3F92FB39C0FCFFFFDF7FF34FC0CAFFFFFFEA4C3AC0
5.249,6.046,6.028,4.941,4.225,4.289,3.883,5.093,5.126,5.233,6.041,5.842,6.247,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2579727172851,-26.3913593292234],[-64.6148071289063,-26.4803504943846],[-64.7125473022461,-26.1608695983885],[-64.3577575683594,-26.0727195739744],[-64.2579727172851,-26.3913593292234]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF9F821050C0C0FFFF1F30643AC002000000592750C0D0FFFF3FF87A3AC0020000609A2D50C0D0FFFFBF2E293AC000000080E51650C0C8FFFFBF9D123AC0FEFFFF9F821050C0C0FFFF1F30643AC0
5.361,6.623,6.593,5.333,4.203,4.297,3.754,4.761,4.935,5.202,6.121,6.072,6.444,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.7992897033691,-26.619150161743],[-64.1569213867188,-26.7109298706053],[-64.2579727172851,-26.3913593292234],[-63.9023399353027,-26.3004608154295],[-63.7992897033691,-26.619150161743]]]]}",0106000020E61000000100000001030000000100000005000000000000204FE64FC0CEFFFF9F809E3AC0000000000B0A50C0CCFFFF7FFFB53AC0FEFFFF9F821050C0C0FFFF1F30643AC0FCFFFFDF7FF34FC0CAFFFFFFEA4C3AC0000000204FE64FC0CEFFFF9F809E3AC0
5.294,6.303,6.293,5.03,4.179,4.213,3.777,4.822,5.063,5.334,6.035,6.217,6.27,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.1569213867188,-26.7109298706053],[-64.5158386230468,-26.8008003234862],[-64.6148071289063,-26.4803504943846],[-64.2579727172851,-26.3913593292234],[-64.1569213867188,-26.7109298706053]]]]}",0106000020E61000000100000001030000000100000005000000000000000B0A50C0CCFFFF7FFFB53AC0FEFFFF7F032150C0D4FFFF3F01CD3AC002000000592750C0D0FFFF3FF87A3AC0FEFFFF9F821050C0C0FFFF1F30643AC0000000000B0A50C0CCFFFF7FFFB53AC0
4.587,5.382,5.15,4.345,3.5,3.86,3.434,4.408,4.5,4.91,5.283,5.302,4.981,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.0546035766602,-27.0314502716063],[-64.4155883789063,-27.1221904754637],[-64.5158386230468,-26.8008003234862],[-64.1569213867188,-26.7109298706053],[-64.0546035766602,-27.0314502716063]]]]}",0106000020E61000000100000001030000000100000005000000020000A07E0350C0D6FFFF1F0D083BC002000000991A50C0C8FFFFDF471F3BC0FEFFFF7F032150C0D4FFFF3F01CD3AC0000000000B0A50C0CCFFFF7FFFB53AC0020000A07E0350C0D6FFFF1F0D083BC0
5.318,6.654,6.636,5.269,4.281,4.074,3.628,4.498,4.665,5.177,6.049,6.356,6.539,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9509887695312,-27.3528995513914],[-64.3140869140625,-27.4445304870604],[-64.4155883789063,-27.1221904754637],[-64.0546035766602,-27.0314502716063],[-63.9509887695312,-27.3528995513914]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFFB9F94FC0CCFFFF9F575A3BC0000000001A1450C0D4FFFFBFCC713BC002000000991A50C0C8FFFFDF471F3BC0020000A07E0350C0D6FFFF1F0D083BC0FCFFFFFFB9F94FC0CCFFFF9F575A3BC0
5.821,5.996,5.915,5.424,5.105,5.032,5.033,5.964,5.77,6.077,6.55,6.378,6.613,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.1630935668945,-25.9277496337889],[-65.5182495117187,-26.0112705230711],[-65.6095581054688,-25.6920795440672],[-65.2564392089844,-25.6093597412108],[-65.1630935668945,-25.9277496337889]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF1F704A50C0C6FFFFFF80ED39C0FEFFFFFF2A6150C0CCFFFF9FE2023AC000000000036750C0CEFFFF1F2CB139C002000080695050C0D0FFFFFFFE9B39C0FEFFFF1F704A50C0C6FFFFFF80ED39C0
5.588,6.342,6.156,5.426,4.801,4.564,4.434,5.314,5.374,5.605,6.223,6.253,6.569,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.0685729980469,-26.2471103668211],[-65.42578125,-26.3314399719236],[-65.5182495117187,-26.0112705230711],[-65.1630935668945,-25.9277496337889],[-65.0685729980469,-26.2471103668211]]]]}",0106000020E6100000010000000103000000010000000500000002000080634450C0CCFFFF9F423F3AC000000000405B50C0C6FFFF3FD9543AC0FEFFFFFF2A6150C0CCFFFF9FE2023AC0FEFFFF1F704A50C0C6FFFFFF80ED39C002000080634450C0CCFFFF9F423F3AC0
6.686,7.22,6.607,6.434,6.577,6.177,6.006,6.396,6.503,6.935,7.378,7.128,6.879,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.42578125,-26.3314399719236],[-65.7841491699218,-26.4138507843016],[-65.87451171875,-26.0928802490233],[-65.5182495117187,-26.0112705230711],[-65.42578125,-26.3314399719236]]]]}",0106000020E6100000010000000103000000010000000500000000000000405B50C0C6FFFF3FD9543AC0FEFFFF7F2F7250C0D6FFFF1FF2693AC002000000F87750C0D2FFFFFFC6173AC0FEFFFFFF2A6150C0CCFFFF9FE2023AC000000000405B50C0C6FFFF3FD9543AC0
4.731,5.319,5.068,4.59,3.831,3.869,3.882,4.707,4.784,4.989,5.335,5.331,5.074,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.972900390625,-26.5674400329588],[-65.332176208496,-26.6525993347166],[-65.42578125,-26.3314399719236],[-65.0685729980469,-26.2471103668211],[-64.972900390625,-26.5674400329588]]]]}",0106000020E6100000010000000103000000010000000500000002000000443E50C0D6FFFFBF43913AC0FCFFFF5F425550C0D4FFFFBF10A73AC000000000405B50C0C6FFFF3FD9543AC002000080634450C0CCFFFF9F423F3AC002000000443E50C0D6FFFFBF43913AC0
5.817,6.034,5.869,5.569,5.485,5.01,5.179,5.706,5.892,6.105,6.605,6.309,6.05,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.332176208496,-26.6525993347166],[-65.692626953125,-26.7358093261717],[-65.7841491699218,-26.4138507843016],[-65.42578125,-26.3314399719236],[-65.332176208496,-26.6525993347166]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFF5F425550C0D4FFFFBF10A73AC000000000546C50C0C8FFFFFF5DBC3AC0FEFFFF7F2F7250C0D6FFFF1FF2693AC000000000405B50C0C6FFFF3FD9543AC0FCFFFF5F425550C0D4FFFFBF10A73AC0
4.734,5.243,5.031,4.436,3.921,3.898,4.03,4.64,4.732,5.074,5.392,5.307,5.111,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.2373733520508,-26.9747200012205],[-65.599983215332,-27.0587501525877],[-65.692626953125,-26.7358093261717],[-65.332176208496,-26.6525993347166],[-65.2373733520508,-26.9747200012205]]]]}",0106000020E6100000010000000103000000010000000500000002000020314F50C0CCFFFF3F87F93AC0FEFFFF1F666650C0D0FFFF3F0A0F3BC000000000546C50C0C8FFFFFF5DBC3AC0FCFFFF5F425550C0D4FFFFBF10A73AC002000020314F50C0CCFFFF3F87F93AC0
4.4,4.995,4.84,3.871,3.303,3.624,3.453,4.357,4.483,4.819,5.178,5.067,4.812,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.1413879394531,-27.2978191375731],[-65.5061264038085,-27.3826808929442],[-65.599983215332,-27.0587501525877],[-65.2373733520508,-26.9747200012205],[-65.1413879394531,-27.2978191375731]]]]}",0106000020E61000000100000001030000000100000005000000000000800C4950C0D8FFFFDF3D4C3BC0FCFFFF5F646050C0D4FFFF5FF7613BC0FEFFFF1F666650C0D0FFFF3F0A0F3BC002000020314F50C0CCFFFF3F87F93AC0000000800C4950C0D8FFFFDF3D4C3BC0
7.201,7.824,7.067,6.991,7.348,6.038,6.163,6.258,7.053,7.729,8.285,8.123,7.539,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.8720703125,-27.4655399322508],[-66.2391967773438,-27.5464000701902],[-66.3286972045898,-27.2208690643308],[-65.963752746582,-27.1408100128172],[-65.8720703125,-27.4655399322508]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFFCF7750C0D0FFFF9F2D773BC0020000004F8F50C0CCFFFFDFE08B3BC0FEFFFF5F099550C0C2FFFFDF8A383BC000000020AE7D50C0CEFFFF1F0C243BC0FEFFFFFFCF7750C0D0FFFF9F2D773BC0
8.415,8.952,8.372,8.344,8.265,7.957,7.107,7.679,7.748,8.364,9.566,9.433,9.204,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.963752746582,-25.7728996276854],[-66.319091796875,-25.8518199920653],[-66.4051513671875,-25.5320701599119],[-66.0519104003907,-25.4539203643797],[-65.963752746582,-25.7728996276854]]]]}",0106000020E6100000010000000103000000010000000500000000000020AE7D50C0CCFFFFBFDCC539C0000000006C9450C0CEFFFFDF10DA39C002000000EE9950C0C6FFFFBF358839C002000080528350C0C6FFFF1F347439C000000020AE7D50C0CCFFFFBFDCC539C0
6.523,6.626,6.315,6.01,6.015,5.866,5.743,6.424,6.39,7.148,7.418,7.15,7.175,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.5182495117187,-26.0112705230711],[-65.87451171875,-26.0928802490233],[-65.963752746582,-25.7728996276854],[-65.6095581054688,-25.6920795440672],[-65.5182495117187,-26.0112705230711]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF2A6150C0CCFFFF9FE2023AC002000000F87750C0D2FFFFFFC6173AC000000020AE7D50C0CCFFFFBFDCC539C000000000036750C0CEFFFF1F2CB139C0FEFFFFFF2A6150C0CCFFFF9FE2023AC0
7.859,8.134,7.609,7.83,8.132,7.498,6.81,7.354,7.425,8.108,8.93,8.465,8.02,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.87451171875,-26.0928802490233],[-66.2319030761718,-26.1725692749021],[-66.319091796875,-25.8518199920653],[-65.963752746582,-25.7728996276854],[-65.87451171875,-26.0928802490233]]]]}",0106000020E6100000010000000103000000010000000500000002000000F87750C0D2FFFFFFC6173AC0FEFFFF7FD78E50C0C8FFFF7F2D2C3AC0000000006C9450C0CEFFFFDF10DA39C000000020AE7D50C0CCFFFFBFDCC539C002000000F87750C0D2FFFFFFC6173AC0
8.142,8.576,7.694,8.002,8.395,7.656,7.078,7.529,7.68,8.594,9.268,8.811,8.424,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.7841491699218,-26.4138507843016],[-66.1436462402344,-26.4943103790281],[-66.2319030761718,-26.1725692749021],[-65.87451171875,-26.0928802490233],[-65.7841491699218,-26.4138507843016]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F2F7250C0D6FFFF1FF2693AC002000080318950C0CEFFFF1F8B7E3AC0FEFFFF7FD78E50C0C8FFFF7F2D2C3AC002000000F87750C0D2FFFFFFC6173AC0FEFFFF7F2F7250C0D6FFFF1FF2693AC0
7.316,7.655,7.345,6.877,7.282,6.401,6.419,6.74,6.955,7.812,8.501,8.211,7.594,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.692626953125,-26.7358093261717],[-66.0542602539062,-26.8170604705809],[-66.1436462402344,-26.4943103790281],[-65.7841491699218,-26.4138507843016],[-65.692626953125,-26.7358093261717]]]]}",0106000020E6100000010000000103000000010000000500000000000000546C50C0C8FFFFFF5DBC3AC000000000798350C0D4FFFFDF2AD13AC002000080318950C0CEFFFF1F8B7E3AC0FEFFFF7F2F7250C0D6FFFF1FF2693AC000000000546C50C0C8FFFFFF5DBC3AC0
8.374,8.882,8.194,8.232,8.611,7.61,7.192,7.447,7.861,8.684,9.675,9.187,8.919,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.0542602539062,-26.8170604705809],[-66.4170532226563,-26.8963394165037],[-66.5042724609375,-26.572820663452],[-66.1436462402344,-26.4943103790281],[-66.0542602539062,-26.8170604705809]]]]}",0106000020E6100000010000000103000000010000000500000000000000798350C0D4FFFFDF2AD13AC002000000B19A50C0D0FFFF7F76E53AC0FEFFFFFF45A050C0D4FFFF5FA4923AC002000080318950C0CEFFFF1F8B7E3AC000000000798350C0D4FFFFDF2AD13AC0
6.762,7.05,6.471,6.379,6.678,5.886,6.028,6.155,7.03,7.344,7.903,7.431,6.797,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.599983215332,-27.0587501525877],[-65.963752746582,-27.1408100128172],[-66.0542602539062,-26.8170604705809],[-65.692626953125,-26.7358093261717],[-65.599983215332,-27.0587501525877]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF1F666650C0D0FFFF3F0A0F3BC000000020AE7D50C0CEFFFF1F0C243BC000000000798350C0D4FFFFDF2AD13AC000000000546C50C0C8FFFFFF5DBC3AC0FEFFFF1F666650C0D0FFFF3F0A0F3BC0
